symbol,date,volume,high,close,low,open
AAPL,2025-02-06,28918109,233.800000000000011369,233.219999999999998863,230.425000000000011369,231.284999999999996589
AAPL,2025-02-05,38946842,232.669999999999987494,232.469999999999998863,228.270000000000010232,228.530000000000001137
AAPL,2025-02-04,44489128,233.129999999999995453,232.800000000000011369,226.650000000000005684,227.250000000000000000
AAPL,2025-02-03,70078180,231.830000000000012506,228.009999999999990905,225.699999999999988631,229.990000000000009095
AAPL,2025-01-31,100959800,247.189999999999997726,236.000000000000000000,233.439999999999997726,247.189999999999997726
AAPL,2025-01-30,44801575,240.789999999999992042,237.590000000000003411,237.210000000000007958,238.664999999999992042
AAPL,2025-01-29,45375500,239.854999999999989768,239.360000000000013642,234.009999999999990905,234.120000000000004547
AAPL,2025-01-28,75633300,240.189999999999997726,238.259999999999990905,230.810000000000002274,230.849999999999994316
AAPL,2025-01-27,94132139,232.150000000000005684,229.860000000000013642,223.979999999999989768,224.020000000000010232
AAPL,2025-01-24,54619500,225.629999999999995453,222.780000000000001137,221.409999999999996589,224.780000000000001137
AAPL,2025-01-23,58538726,227.030000000000001137,223.659999999999996589,222.300000000000011369,224.740000000000009095
AAPL,2025-01-22,64028300,224.120000000000004547,223.830000000000012506,219.789999999999992042,219.789999999999992042
AAPL,2025-01-21,97333260,224.419999999999987494,222.639999999999986358,219.379999999999995453,224.000000000000000000
AAPL,2025-01-17,68488301,232.289999999999992042,229.979999999999989768,228.479999999999989768,232.115000000000009095
AAPL,2025-01-16,71604800,238.009999999999990905,228.259999999999990905,228.030000000000001137,237.349999999999994316
AAPL,2025-01-15,39573652,238.960000000000007958,237.870000000000004547,234.430000000000006821,234.634999999999990905
AAPL,2025-01-14,38863097,236.120000000000004547,233.280000000000001137,232.472000000000008413,234.750000000000000000
AAPL,2025-01-13,49056366,234.669999999999987494,234.400000000000005684,229.719999999999998863,233.530000000000001137
AAPL,2025-01-10,61679400,240.159999999999996589,236.849999999999994316,233.000000000000000000,240.009999999999990905
AAPL,2025-01-08,37564700,243.712299999999999045,242.699999999999988631,240.050000000000011369,241.919999999999987494
AAPL,2025-01-07,40082828,245.550000000000011369,242.210000000000007958,241.349999999999994316,242.979999999999989768
AAPL,2025-01-06,41695027,247.330000000000012506,245.000000000000000000,243.199999999999988631,244.310000000000002274
AAPL,2025-01-03,40202700,244.180000000000006821,243.360000000000013642,241.889999999999986358,243.360000000000013642
AAPL,2025-01-02,55558000,249.099999999999994316,243.849999999999994316,241.820099999999996498,248.930000000000006821
AAPL,2024-12-31,39480718,253.280000000000001137,250.419999999999987494,249.430000000000006821,252.439999999999997726
AAPL,2024-12-30,35500300,253.500000000000000000,252.199999999999988631,250.750000000000000000,252.229999999999989768
AAPL,2024-12-27,42317100,258.699999999999988631,255.590000000000003411,253.060000000000002274,257.829999999999984084
AAPL,2024-12-26,27133647,260.100000000000022737,259.019999999999981810,257.629999999999995453,258.189999999999997726
AAPL,2024-12-24,23234705,258.209999999999979536,258.199999999999988631,255.289999999999992042,255.490000000000009095
AAPL,2024-12-23,37277559,255.650000000000005684,255.270000000000010232,253.449999999999988631,254.770000000000010232
AAPL,2024-12-20,146890100,255.000000000000000000,254.490000000000009095,245.689999999999997726,248.039999999999992042
AAPL,2024-12-19,59903900,252.000000000000000000,249.789999999999992042,247.094899999999995543,247.500000000000000000
AAPL,2024-12-18,55988391,254.280000000000001137,248.050000000000011369,247.740000000000009095,252.159999999999996589
AAPL,2024-12-17,51055731,253.830000000000012506,253.479999999999989768,249.780000000000001137,250.080000000000012506
AAPL,2024-12-16,51665600,251.379999999999995453,251.039999999999992042,247.650000000000005684,247.990000000000009095
AAPL,2024-12-13,33132000,249.290199999999998681,248.129999999999995453,246.240000000000009095,247.814999999999997726
AAPL,2024-12-12,29983256,248.740000000000009095,247.960000000000007958,245.680000000000006821,246.889999999999986358
AAPL,2024-12-11,42854558,250.800000000000011369,246.490000000000009095,246.260099999999994225,247.960000000000007958
AAPL,2024-12-10,36873800,248.210000000000007958,247.770000000000010232,245.340000000000003411,246.889999999999986358
AAPL,2024-12-09,43606216,247.240000000000009095,246.750000000000000000,241.750000000000000000,241.830000000000012506
AAPL,2024-12-06,36852100,244.629999999999995453,242.840000000000003411,242.080000000000012506,242.905000000000001137
AAPL,2024-12-05,39961900,244.539999999999992042,243.039999999999992042,242.129999999999995453,243.990000000000009095
AAPL,2024-12-04,41848779,244.110000000000013642,243.009999999999990905,241.250000000000000000,242.870000000000004547
AAPL,2024-12-03,37736685,242.759999999999990905,242.650000000000005684,238.900000000000005684,239.810000000000002274
AAPL,2024-12-02,42439900,240.789999999999992042,239.590000000000003411,237.159999999999996589,237.270000000000010232
AAPL,2024-11-29,28481400,237.810000000000002274,237.330000000000012506,233.969999999999998863,234.810000000000002274
AAPL,2024-11-27,33498439,235.689999999999997726,234.930000000000006821,233.810100000000005593,234.465000000000003411
AAPL,2024-11-26,44991117,235.569999999999993179,235.060000000000002274,233.330000000000012506,233.330000000000012506
AAPL,2024-11-25,89984500,233.245000000000004547,232.870000000000004547,229.740000000000009095,231.460000000000007958
AAPL,2024-11-22,38153300,230.719899999999995543,229.870000000000004547,228.060000000000002274,228.060000000000002274
AAPL,2024-11-21,42071900,230.155000000000001137,228.520000000000010232,225.710299999999989495,228.879999999999995453
AAPL,2024-11-20,35112500,229.930000000000006821,229.000000000000000000,225.889999999999986358,228.060000000000002274
AAPL,2024-11-19,34871882,230.159999999999996589,228.280000000000001137,226.659999999999996589,226.979999999999989768
AAPL,2024-11-18,44555294,229.740000000000009095,228.020000000000010232,225.169999999999987494,225.250000000000000000
AAPL,2024-11-15,47832200,226.919999999999987494,225.000000000000000000,224.270000000000010232,226.400000000000005684
AAPL,2024-11-14,44880200,228.870000000000004547,228.219999999999998863,225.000000000000000000,225.020000000000010232
AAPL,2024-11-13,48528500,226.650000000000005684,225.120000000000004547,222.759999999999990905,224.009999999999990905
AAPL,2024-11-12,40375300,225.590000000000003411,224.229999999999989768,223.354999999999989768,224.550000000000011369
AAPL,2024-11-11,41949000,225.699999999999988631,224.229999999999989768,221.500000000000000000,225.000000000000000000
AAPL,2024-11-08,38308700,228.659999999999996589,226.960000000000007958,226.405000000000001137,227.169999999999987494
AAPL,2024-11-07,42083800,227.875000000000000000,227.229999999999989768,224.569999999999993179,224.625000000000000000
AAPL,2024-11-06,54495200,226.064999999999997726,222.719999999999998863,221.189999999999997726,222.610000000000013642
AAPL,2024-11-05,27890524,223.949999999999988631,223.449999999999988631,221.139999999999986358,221.794999999999987494
AAPL,2024-11-04,44903300,222.789999999999992042,222.009999999999990905,219.710000000000007958,220.990000000000009095
AAPL,2024-11-01,65242200,225.349999999999994316,222.909999999999996589,220.270000000000010232,220.965000000000003411
AAPL,2024-10-31,63960700,229.830000000000012506,225.909999999999996589,225.370000000000004547,229.340000000000003411
AAPL,2024-10-30,45894362,233.469999999999998863,230.099999999999994316,229.550000000000011369,232.610000000000013642
AAPL,2024-10-29,30768254,234.324999999999988631,233.669999999999987494,232.319999999999993179,233.099999999999994316
AAPL,2024-10-28,34733733,234.729999999999989768,233.400000000000005684,232.550000000000011369,233.319999999999993179
AAPL,2024-10-25,38776700,233.219999999999998863,231.409999999999996589,229.569999999999993179,229.740000000000009095
AAPL,2024-10-24,31071100,230.819999999999993179,230.569999999999993179,228.409999999999996589,229.979999999999989768
AAPL,2024-10-23,50657958,235.144000000000005457,230.759999999999990905,227.759999999999990905,234.080000000000012506
AAPL,2024-10-22,34958938,236.219999999999998863,235.860000000000013642,232.599999999999994316,233.884999999999990905
AAPL,2024-10-21,35059099,236.849999999999994316,236.479999999999989768,234.449999999999988631,234.449999999999988631
AAPL,2024-10-18,46416300,236.180000000000006821,235.000000000000000000,234.009999999999990905,236.180000000000006821
AAPL,2024-10-17,32978900,233.849999999999994316,232.150000000000005684,230.520000000000010232,233.430000000000006821
AAPL,2024-10-16,32657566,232.120000000000004547,231.780000000000001137,229.840000000000003411,231.599999999999994316
AAPL,2024-10-15,61901688,237.490000000000009095,233.849999999999994316,232.370000000000004547,233.610000000000013642
AAPL,2024-10-14,32607921,231.729999999999989768,231.300000000000011369,228.599999999999994316,228.699999999999988631
AAPL,2024-10-11,31668000,229.409999999999996589,227.550000000000011369,227.340000000000003411,229.300000000000011369
AAPL,2024-10-10,27959432,229.500000000000000000,229.039999999999992042,227.169999999999987494,227.780000000000001137
AAPL,2024-10-09,32108383,229.750000000000000000,229.539999999999992042,224.830000000000012506,225.229999999999989768
AAPL,2024-10-08,31112547,225.979999999999989768,225.770000000000010232,223.250000000000000000,224.300000000000011369
AAPL,2024-10-07,38944409,225.689999999999997726,221.689999999999997726,221.330000000000012506,224.500000000000000000
AAPL,2024-10-04,37245100,228.000000000000000000,226.800000000000011369,224.129999999999995453,227.900000000000005684
AAPL,2024-10-03,33919900,226.805000000000006821,225.669999999999987494,223.319999999999993179,225.139999999999986358
AAPL,2024-10-02,32828700,227.370000000000004547,226.780000000000001137,223.020000000000010232,225.889999999999986358
AAPL,2024-10-01,62940000,229.650000000000005684,226.210000000000007958,223.740000000000009095,229.520000000000010232
AAPL,2024-09-30,52779736,233.000000000000000000,233.000000000000000000,229.650000000000005684,230.039999999999992042
AAPL,2024-09-27,33993600,229.520000000000010232,227.789999999999992042,227.300000000000011369,228.460000000000007958
AAPL,2024-09-26,36490267,228.500000000000000000,227.520000000000010232,225.409999999999996589,227.300000000000011369
AAPL,2024-09-25,40779133,227.289999999999992042,226.370000000000004547,224.020000000000010232,224.930000000000006821
AAPL,2024-09-24,41781114,229.349999999999994316,227.370000000000004547,225.729999999999989768,228.645000000000010232
AAPL,2024-09-23,48904893,229.449999999999988631,226.469999999999998863,225.810000000000002274,227.340000000000003411
AAPL,2024-09-20,318582200,233.090000000000003411,228.199999999999988631,227.620000000000004547,229.969999999999998863
AAPL,2024-09-19,66723100,229.819999999999993179,228.870000000000004547,224.629999999999995453,224.990000000000009095
AAPL,2024-09-18,59788400,222.710000000000007958,220.689999999999997726,217.539999999999992042,217.550000000000011369
AAPL,2024-09-17,45480900,216.900000000000005684,216.789999999999992042,214.500000000000000000,215.750000000000000000
AAPL,2024-09-16,59138791,217.219999999999998863,216.319999999999993179,213.919999999999987494,216.539999999999992042
AAPL,2024-09-13,36722900,224.039999999999992042,222.500000000000000000,221.909999999999996589,223.580000000000012506
AAPL,2024-09-12,37376315,223.550000000000011369,222.770000000000010232,219.819999999999993179,222.500000000000000000
AAPL,2024-09-11,43842596,223.090000000000003411,222.659999999999996589,217.889999999999986358,221.455000000000012506
AAPL,2024-09-10,51215441,221.479999999999989768,220.110000000000013642,216.729999999999989768,218.919999999999987494
AAPL,2024-09-09,66246080,221.270000000000010232,220.909999999999996589,216.710000000000007958,220.819999999999993179
AAPL,2024-09-06,48388600,225.240000000000009095,220.819999999999993179,219.770000000000010232,223.949999999999988631
AAPL,2024-09-05,35741943,225.479999999999989768,222.379999999999995453,221.520000000000010232,221.625000000000000000
AAPL,2024-09-04,43617462,221.780000000000001137,220.849999999999994316,217.479999999999989768,221.659999999999996589
AAPL,2024-09-03,48082190,229.000000000000000000,222.770000000000010232,221.169999999999987494,228.550000000000011369
AAPL,2024-08-30,52990770,230.400000000000005684,229.000000000000000000,227.479999999999989768,230.189999999999997726
AAPL,2024-08-29,51342429,232.919999999999987494,229.789999999999992042,228.879999999999995453,230.099999999999994316
AAPL,2024-08-28,37794932,229.860000000000013642,226.490000000000009095,225.680000000000006821,227.919999999999987494
AAPL,2024-08-27,35851754,228.849999999999994316,228.030000000000001137,224.889999999999986358,225.995000000000004547
AAPL,2024-08-26,29834257,227.280000000000001137,227.180000000000006821,223.890500000000002956,226.759999999999990905
AAPL,2024-08-23,38629400,228.219999999999998863,226.840000000000003411,224.330000000000012506,225.658899999999988495
AAPL,2024-08-22,43434198,228.340000000000003411,224.530000000000001137,223.900000000000005684,227.789999999999992042
AAPL,2024-08-21,33246786,227.979999999999989768,226.400000000000005684,225.050000000000011369,226.520000000000010232
AAPL,2024-08-20,30241200,227.169999999999987494,226.509999999999990905,225.449999999999988631,225.770000000000010232
AAPL,2024-08-19,40639000,225.990000000000009095,225.889999999999986358,223.039999999999992042,225.719999999999998863
AAPL,2024-08-16,44289900,226.827100000000001501,226.050000000000011369,223.650100000000009004,223.919999999999987494
AAPL,2024-08-15,46335300,225.349999999999994316,224.719999999999998863,222.759999999999990905,224.599999999999994316
AAPL,2024-08-14,41888500,223.030000000000001137,221.719999999999998863,219.699999999999988631,220.569999999999993179
AAPL,2024-08-13,44095400,221.889999999999986358,221.270000000000010232,219.009999999999990905,219.009999999999990905
AAPL,2024-08-12,37992400,219.509899999999987585,217.530000000000001137,215.599999999999994316,216.069999999999993179
AAPL,2024-08-09,42171700,216.780000000000001137,215.990000000000009095,211.969999999999998863,212.099999999999994316
AAPL,2024-08-08,44598400,214.199999999999988631,213.310000000000002274,208.830000000000012506,213.110000000000013642
AAPL,2024-08-07,63402300,213.639999999999986358,209.819999999999993179,206.389999999999986358,206.900000000000005684
AAPL,2024-08-06,69353188,209.990000000000009095,207.229999999999989768,201.069999999999993179,205.300000000000011369
AAPL,2024-08-05,117397952,213.500000000000000000,209.270000000000010232,196.000000000000000000,199.090000000000003411
AAPL,2024-08-02,98480100,225.599999999999994316,219.860000000000013642,217.710000000000007958,219.150000000000005684
AAPL,2024-08-01,61877900,224.479999999999989768,218.360000000000013642,217.020000000000010232,224.370000000000004547
AAPL,2024-07-31,49901700,223.819999999999993179,222.080000000000012506,220.629999999999995453,221.439999999999997726
AAPL,2024-07-30,41518300,220.324999999999988631,218.800000000000011369,216.120000000000004547,219.189999999999997726
AAPL,2024-07-29,36261400,219.300000000000011369,218.240000000000009095,215.750000000000000000,216.960000000000007958
AAPL,2024-07-26,41580100,219.490000000000009095,217.960000000000007958,216.009999999999990905,218.699999999999988631
AAPL,2024-07-25,51328200,220.849999999999994316,217.490000000000009095,214.620000000000004547,218.930000000000006821
AAPL,2024-07-24,61630300,224.800000000000011369,218.539999999999992042,217.129999999999995453,224.000000000000000000
AAPL,2024-07-23,39855700,226.939999999999997726,225.009999999999990905,222.680000000000006821,224.365000000000009095
AAPL,2024-07-22,48156700,227.780000000000001137,223.960000000000007958,223.090000000000003411,227.009999999999990905
AAPL,2024-07-19,48992100,226.800000000000011369,224.310000000000002274,223.275000000000005684,224.819999999999993179
AAPL,2024-07-18,65964400,230.439999999999997726,224.180000000000006821,222.270000000000010232,230.280000000000001137
AAPL,2024-07-17,57281800,231.459900000000004638,228.879999999999995453,226.639999999999986358,229.449999999999988631
AAPL,2024-07-16,43176800,236.270000000000010232,234.819999999999993179,232.330000000000012506,235.000000000000000000
AAPL,2024-07-15,58409071,237.229999999999989768,234.400000000000005684,233.090000000000003411,236.479999999999989768
AAPL,2024-07-12,53008200,232.639999999999986358,230.539999999999992042,228.680000000000006821,228.919999999999987494
AAPL,2024-07-11,64516900,232.389999999999986358,227.569999999999993179,225.770000000000010232,231.389999999999986358
AAPL,2024-07-10,62557700,233.080000000000012506,232.979999999999989768,229.250000000000000000,229.300000000000011369
AAPL,2024-07-09,48076100,229.400000000000005684,228.680000000000006821,226.372099999999988995,227.930000000000006821
AAPL,2024-07-08,58979000,227.849999999999994316,227.819999999999993179,223.250000000000000000,227.090000000000003411
AAPL,2024-07-05,60330900,226.449999999999988631,226.340000000000003411,221.650000000000005684,221.650000000000005684
AAPL,2024-07-03,37369801,221.550000000000011369,221.550000000000011369,219.030000000000001137,220.000000000000000000
AAPL,2024-07-02,56716509,220.379999999999995453,220.270000000000010232,215.099999999999994316,216.150000000000005684
AAPL,2024-07-01,59923038,217.509999999999990905,216.750000000000000000,211.919999999999987494,212.090000000000003411
AAPL,2024-06-28,82475600,216.069999999999993179,210.620000000000004547,210.300000000000011369,215.770000000000010232
AAPL,2024-06-27,49566822,215.739499999999992497,214.099999999999994316,212.349999999999994316,214.689999999999997726
AAPL,2024-06-26,64292900,214.860000000000013642,213.250000000000000000,210.639999999999986358,211.500000000000000000
AAPL,2024-06-25,56267620,211.379999999999995453,209.069999999999993179,208.610000000000013642,209.150000000000005684
AAPL,2024-06-24,78306092,212.699999999999988631,208.139999999999986358,206.590000000000003411,207.719999999999998863
AAPL,2024-06-21,241805100,211.889999999999986358,207.490000000000009095,207.110000000000013642,210.389999999999986358
AAPL,2024-06-20,85999620,214.240000000000009095,209.680000000000006821,208.849999999999994316,213.930000000000006821
AAPL,2024-06-18,79685043,218.629999999999995453,214.289999999999992042,213.000000000000000000,217.590000000000003411
AAPL,2024-06-17,92624350,218.949999999999988631,216.669999999999987494,212.719999999999998863,213.370000000000004547
AAPL,2024-06-14,69175600,215.169999999999987494,212.490000000000009095,211.300000000000011369,213.849999999999994316
AAPL,2024-06-13,96416123,216.750000000000000000,214.240000000000009095,211.599999999999994316,214.740000000000009095
AAPL,2024-06-12,194031540,220.199999999999988631,213.069999999999993179,206.900000000000005684,207.370000000000004547
AAPL,2024-06-11,168874733,207.159999999999996589,207.150000000000005684,193.629999999999995453,193.650000000000005684
AAPL,2024-06-10,95293555,197.300000000000011369,193.120000000000004547,192.150000000000005684,196.900000000000005684
AAPL,2024-06-07,53044700,196.939999999999997726,196.889999999999986358,194.139999999999986358,194.650000000000005684
AAPL,2024-06-06,40958779,196.500000000000000000,194.479999999999989768,194.169999999999987494,195.685000000000002274
AAPL,2024-06-05,53018496,196.900000000000005684,195.870000000000004547,194.870000000000004547,195.400000000000005684
AAPL,2024-06-04,45319734,195.319999999999993179,194.349999999999994316,193.034199999999998454,194.634999999999990905
AAPL,2024-06-03,49815970,194.990000000000009095,194.030000000000001137,192.520000000000010232,192.900000000000005684
AAPL,2024-05-31,75115100,192.569999999999993179,192.250000000000000000,189.909999999999996589,191.439999999999997726
AAPL,2024-05-30,49775830,192.180000000000006821,191.289999999999992042,190.629999999999995453,190.759999999999990905
AAPL,2024-05-29,52538500,192.247000000000014097,190.289999999999992042,189.509999999999990905,189.610000000000013642
AAPL,2024-05-28,52071035,193.000000000000000000,189.990000000000009095,189.099999999999994316,191.509999999999990905
AAPL,2024-05-24,36326975,190.580000000000012506,189.979999999999989768,188.040400000000005321,188.819999999999993179
AAPL,2024-05-23,50481918,191.000000000000000000,186.879999999999995453,186.625000000000000000,190.979999999999989768
AAPL,2024-05-22,34038227,192.823100000000010823,190.900000000000005684,190.270000000000010232,192.264999999999986358
AAPL,2024-05-21,41934946,192.729999999999989768,192.349999999999994316,190.920099999999990814,191.090000000000003411
AAPL,2024-05-20,44212974,191.919900000000012597,191.039999999999992042,189.009999999999990905,189.324999999999988631
AAPL,2024-05-17,41260800,190.810000000000002274,189.870000000000004547,189.180000000000006821,189.509999999999990905
AAPL,2024-05-16,52779567,191.094999999999998863,189.840000000000003411,189.660099999999999909,190.469999999999998863
AAPL,2024-05-15,70172471,190.650000000000005684,189.719999999999998863,187.370000000000004547,187.909999999999996589
AAPL,2024-05-14,50462954,188.300000000000011369,187.430000000000006821,186.289999999999992042,187.509999999999990905
AAPL,2024-05-13,70169719,187.099999999999994316,186.280000000000001137,184.620000000000004547,185.435000000000002274
AAPL,2024-05-10,50727400,185.090000000000003411,183.050000000000011369,182.129999999999995453,184.900000000000005684
AAPL,2024-05-09,47065371,184.659999999999996589,184.569999999999993179,182.110000000000013642,182.560000000000002274
AAPL,2024-05-08,43866551,183.069999999999993179,182.740000000000009095,181.449999999999988631,182.849999999999994316
AAPL,2024-05-07,72868843,184.900000000000005684,182.400000000000005684,181.319999999999993179,183.449999999999988631
AAPL,2024-05-06,76249821,184.199999999999988631,181.710000000000007958,180.419999999999987494,182.354000000000013415
AAPL,2024-05-03,163224109,187.000000000000000000,183.360000000000013642,182.659999999999996589,186.645000000000010232
AAPL,2024-05-02,92880600,173.414999999999992042,173.030000000000001137,170.889999999999986358,172.509999999999990905
AAPL,2024-05-01,49377085,172.705000000000012506,169.300000000000011369,169.110000000000013642,169.580000000000012506
AAPL,2024-04-30,65696405,174.990000000000009095,170.330000000000012506,170.000000000000000000,173.330000000000012506
AAPL,2024-04-29,66144936,176.030000000000001137,173.500000000000000000,173.099999999999994316,173.370000000000004547
AAPL,2024-04-26,44525100,171.340000000000003411,169.300000000000011369,169.180000000000006821,169.879999999999995453
AAPL,2024-04-25,49712820,170.610000000000013642,169.889999999999986358,168.151100000000013779,169.525000000000005684
AAPL,2024-04-24,47315677,169.300000000000011369,169.020000000000010232,166.210000000000007958,166.539999999999992042
AAPL,2024-04-23,48868033,167.050000000000011369,166.900000000000005684,164.919999999999987494,165.349999999999994316
AAPL,2024-04-22,48014675,167.259999999999990905,165.840000000000003411,164.770000000000010232,165.514999999999986358
AAPL,2024-04-19,67772100,166.400000000000005684,165.000000000000000000,164.074999999999988631,166.210000000000007958
AAPL,2024-04-18,41519330,168.639999999999986358,167.039999999999992042,166.550000000000011369,168.030000000000001137
AAPL,2024-04-17,50205853,170.650000000000005684,168.000000000000000000,168.000000000000000000,169.610000000000013642
AAPL,2024-04-16,72646896,173.759999999999990905,169.379999999999995453,168.270000000000010232,171.750000000000000000
AAPL,2024-04-15,73096917,176.629999999999995453,172.689999999999997726,172.500000000000000000,175.360000000000013642
AAPL,2024-04-12,101593300,178.360000000000013642,176.550000000000011369,174.210000000000007958,174.259999999999990905
AAPL,2024-04-11,90735979,175.460000000000007958,175.039999999999992042,168.159999999999996589,168.340000000000003411
AAPL,2024-04-10,49403371,169.090000000000003411,167.780000000000001137,167.110000000000013642,168.800000000000011369
AAPL,2024-04-09,42118695,170.080000000000012506,169.669999999999987494,168.349999999999994316,168.699999999999988631
AAPL,2024-04-08,37170774,169.199999999999988631,168.449999999999988631,168.240000000000009095,169.030000000000001137
V,2025-04-03,8792873,344.735000000000013642,339.389999999999986358,331.000000000000000000,333.899999999999977263
V,2025-04-02,5682521,348.199999999999988631,346.329999999999984084,343.050000000000011369,343.439999999999997726
V,2025-04-01,7473329,350.449999999999988631,346.350000000000022737,342.569999999999993179,350.439999999999997726
V,2025-03-31,9950762,351.860000000000013642,350.459999999999979536,334.490000000000009095,339.350000000000022737
V,2025-03-28,5687616,351.615000000000009095,342.850000000000022737,341.605000000000018190,349.189999999999997726
V,2025-03-27,7254807,350.839999999999974989,349.860000000000013642,343.319999999999993179,344.000000000000000000
V,2025-03-26,6187574,347.379999999999995453,344.180000000000006821,343.000000000000000000,345.990000000000009095
V,2025-03-25,3931161,345.529999999999972715,344.620000000000004547,340.670000000000015916,344.560000000000002274
V,2025-03-24,5675111,345.220000000000027285,343.870000000000004547,337.650899999999978718,338.649999999999977263
V,2025-03-21,17279673,339.430000000000006821,335.660000000000025011,335.519999999999981810,337.370000000000004547
V,2025-03-20,5432675,342.240000000000009095,339.500000000000000000,337.660000000000025011,339.000000000000000000
V,2025-03-19,5615204,341.031299999999987449,339.870000000000004547,334.500000000000000000,336.800000000000011369
V,2025-03-18,7778631,335.800000000000011369,334.769999999999981810,332.300000000000011369,335.290000000000020464
V,2025-03-17,6149652,336.110000000000013642,334.550000000000011369,329.759999999999990905,330.029999999999972715
V,2025-03-14,7810970,332.765699999999981173,331.800000000000011369,326.380800000000022010,327.209999999999979536
V,2025-03-13,7915323,336.199999999999988631,328.550000000000011369,327.699999999999988631,330.990000000000009095
V,2025-03-12,6295394,336.160000000000025011,332.839999999999974989,329.110000000000013642,335.970000000000027285
V,2025-03-11,9776072,339.610000000000013642,332.139999999999986358,329.574999999999988631,338.410000000000025011
V,2025-03-10,8204296,345.009999999999990905,341.480000000000018190,337.639999999999986358,339.939999999999997726
V,2025-03-07,6358901,346.389999999999986358,345.319999999999993179,339.139999999999986358,340.870000000000004547
